"","X","Site","daylight","Depth_Stratum","Deployment","Acc","Acc_ed","Taxa_updated","Length_mm","Length_cm","a","b","weight_g"
"1078",18964,"58S","Night","Epi",49,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1079",18965,"58S","Night","Epi",49,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1080",18966,"58S","Night","Epi",49,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1081",18967,"58S","Night","Epi",49,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1082",18968,"58S","Night","Epi",49,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1083",18969,"58S","Night","Epi",49,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1084",18970,"58S","Night","Epi",49,20,"20","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1085",18971,"58S","Night","Epi",49,20,"20","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1086",18972,"58S","Night","Epi",49,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1087",18973,"58S","Night","Epi",49,20,"20","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1088",18974,"58S","Night","Epi",49,20,"20","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1089",18975,"58S","Night","Epi",49,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1090",18976,"58S","Night","Epi",49,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1091",18977,"58S","Night","Epi",49,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1092",18978,"58S","Night","Epi",49,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1093",18979,"58S","Night","Epi",49,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1094",18980,"58S","Night","Epi",49,20,"20","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1095",18981,"58S","Night","Epi",49,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1096",18982,"58S","Night","Epi",49,20,"20","Euphausia similis",13,1.3,0.014153442,2.7878962,0.0294
"1097",18983,"58S","Night","Epi",49,20,"20","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1098",18984,"58S","Night","Epi",49,20,"20","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1099",18985,"58S","Night","Epi",49,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1100",18986,"58S","Night","Epi",49,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1101",18987,"58S","Night","Epi",49,20,"20","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1102",18988,"58S","Night","Epi",49,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1103",18989,"58S","Night","Epi",49,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1104",19109,"58S","Night","Meso",53,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1105",19110,"58S","Night","Meso",53,20,"20","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1106",19111,"58S","Night","Meso",53,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1107",19112,"58S","Night","Meso",53,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1108",6467,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1109",6468,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1110",6469,"55S","Night","Epi",27,4,"4","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1111",6470,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1112",6471,"55S","Night","Epi",27,4,"4","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1113",6472,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1114",6473,"55S","Night","Epi",27,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1115",6474,"55S","Night","Epi",27,4,"4","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1116",6475,"55S","Night","Epi",27,4,"4","Euphausia similis",26,2.6,0.014153442,2.7878962,0.2031
"1117",6476,"55S","Night","Epi",27,4,"4","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1118",6477,"55S","Night","Epi",27,4,"4","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1119",6478,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1120",6479,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1121",6480,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1122",6481,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1123",6482,"55S","Night","Epi",27,4,"4","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1124",6483,"55S","Night","Epi",27,4,"4","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1125",6484,"55S","Night","Epi",27,4,"4","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1126",6485,"55S","Night","Epi",27,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1127",6486,"55S","Night","Epi",27,4,"4","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1128",6487,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1129",6488,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1130",6489,"55S","Night","Epi",27,4,"4","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1131",6490,"55S","Night","Epi",27,4,"4","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1132",6491,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1133",6492,"55S","Night","Epi",27,4,"4","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1134",6493,"55S","Night","Epi",27,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1135",6494,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1136",6495,"55S","Night","Epi",27,4,"4","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1137",6496,"55S","Night","Epi",27,4,"4","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1138",6497,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1139",6498,"55S","Night","Epi",27,4,"4","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1140",6499,"55S","Night","Epi",27,4,"4","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1141",6500,"55S","Night","Epi",27,4,"4","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1142",6501,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1143",6502,"55S","Night","Epi",27,4,"4","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1144",6503,"55S","Night","Epi",27,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1145",6504,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1146",6505,"55S","Night","Epi",27,4,"4","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1147",6506,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1148",6507,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1149",6508,"55S","Night","Epi",27,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1150",6509,"55S","Night","Epi",27,4,"4","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1151",6510,"55S","Night","Epi",27,4,"4","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1152",6511,"55S","Night","Epi",27,4,"4","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1153",6512,"55S","Night","Epi",27,4,"4","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1154",6513,"55S","Night","Epi",27,4,"4","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1155",6514,"55S","Night","Epi",27,4,"4","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1156",6515,"55S","Night","Epi",27,4,"4","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1157",15963,"58S","Night","Lmeso",42,49,"49","Euphausia similis",11,1.1,0.014153442,2.7878962,0.0185
"1158",15964,"58S","Night","Lmeso",42,49,"49","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1159",12980,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1160",12981,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1161",12982,"58S","Day","Meso",38,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1162",12983,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1163",12984,"58S","Day","Meso",38,20,"20","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1164",12985,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1165",12986,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1166",12987,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1167",12988,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1168",12989,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1169",12990,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1170",12991,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1171",12992,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1172",12993,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1173",12994,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1174",12995,"58S","Day","Meso",38,20,"20","Euphausia similis",12,1.2,0.014153442,2.7878962,0.0235
"1175",12996,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1176",12997,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1177",12998,"58S","Day","Meso",38,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1178",12999,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1179",13000,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1180",13001,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1181",13002,"58S","Day","Meso",38,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1182",13003,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1183",13004,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1184",13005,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1185",13006,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1186",13007,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1187",13008,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1188",13009,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1189",13010,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1190",13011,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1191",13012,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1192",13013,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1193",13014,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1194",13015,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1195",13016,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1196",13017,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1197",13018,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1198",13019,"58S","Day","Meso",38,20,"20","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1199",13020,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1200",13021,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1201",13022,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1202",13023,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1203",13024,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1204",13025,"58S","Day","Meso",38,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1205",13026,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1206",13027,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1207",13028,"58S","Day","Meso",38,20,"20","Euphausia similis",12,1.2,0.014153442,2.7878962,0.0235
"1208",13029,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1209",13030,"58S","Day","Meso",38,20,"20","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1210",13031,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1211",13032,"58S","Day","Meso",38,20,"20","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1212",13033,"58S","Day","Meso",38,20,"20","Euphausia similis",11,1.1,0.014153442,2.7878962,0.0185
"1213",13034,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1214",13035,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1215",13036,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1216",13037,"58S","Day","Meso",38,20,"20","Euphausia similis",13,1.3,0.014153442,2.7878962,0.0294
"1217",13038,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1218",13039,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1219",13040,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1220",13041,"58S","Day","Meso",38,20,"20","Euphausia similis",13,1.3,0.014153442,2.7878962,0.0294
"1221",13042,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1222",13043,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1223",13044,"58S","Day","Meso",38,20,"20","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1224",13045,"58S","Day","Meso",38,20,"20","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1225",13046,"58S","Day","Meso",38,20,"20","Euphausia similis",13,1.3,0.014153442,2.7878962,0.0294
"1226",13047,"58S","Day","Meso",38,20,"20","Euphausia similis",14,1.4,0.014153442,2.7878962,0.0362
"1227",2152,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1228",2153,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1229",2154,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1230",2155,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1231",2156,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1232",2157,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1233",2158,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1234",2159,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1235",2160,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1236",2161,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1237",2162,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1238",2163,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1239",2164,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1240",2165,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1241",2166,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1242",2167,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1243",2168,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1244",2169,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1245",2170,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1246",2171,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1247",2172,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1248",2173,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1249",2174,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1250",2175,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1251",2176,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1252",2177,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1253",2178,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1254",2179,"SOTS","Night","Lmeso",13,42,"42","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1255",3485,"SOTS","Day","Meso",16,4,"4","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1256",3486,"SOTS","Day","Meso",16,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1257",3487,"SOTS","Day","Meso",16,4,"4","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1258",3488,"SOTS","Day","Meso",16,4,"4","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1259",3489,"SOTS","Day","Meso",16,4,"4","Euphausia similis",12,1.2,0.014153442,2.7878962,0.0235
"1260",3490,"SOTS","Day","Meso",16,4,"4","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1261",3491,"SOTS","Day","Meso",16,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1262",3492,"SOTS","Day","Meso",16,4,"4","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1263",3493,"SOTS","Day","Meso",16,4,"4","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1264",3494,"SOTS","Day","Meso",16,4,"4","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1265",3762,"SOTS","Night","Epi",17,9,"9","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1266",3763,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1267",3764,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1268",3765,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1269",3766,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1270",3767,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1271",3768,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1272",3769,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1273",3770,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1274",3771,"SOTS","Night","Epi",17,9,"9","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1275",3772,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1276",3773,"SOTS","Night","Epi",17,9,"9","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1277",3774,"SOTS","Night","Epi",17,9,"9","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1278",3775,"SOTS","Night","Epi",17,9,"9","Euphausia similis",12,1.2,0.014153442,2.7878962,0.0235
"1279",3776,"SOTS","Night","Epi",17,9,"9","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1280",3777,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1281",3778,"SOTS","Night","Epi",17,9,"9","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1282",3779,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1283",3780,"SOTS","Night","Epi",17,9,"9","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1284",3781,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1285",3782,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1286",3783,"SOTS","Night","Epi",17,9,"9","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1287",3784,"SOTS","Night","Epi",17,9,"9","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1288",3785,"SOTS","Night","Epi",17,9,"9","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1289",3786,"SOTS","Night","Epi",17,9,"9","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1290",3787,"SOTS","Night","Epi",17,9,"9","Euphausia similis",25,2.5,0.014153442,2.7878962,0.1821
"1291",3788,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1292",3789,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1293",3790,"SOTS","Night","Epi",17,9,"9","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1294",3791,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1295",3792,"SOTS","Night","Epi",17,9,"9","Euphausia similis",19,1.9,0.014153442,2.7878962,0.0847
"1296",3793,"SOTS","Night","Epi",17,9,"9","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1297",3794,"SOTS","Night","Epi",17,9,"9","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1298",3795,"SOTS","Night","Epi",17,9,"9","Euphausia similis",17,1.7,0.014153442,2.7878962,0.0621
"1299",3796,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1300",3797,"SOTS","Night","Epi",17,9,"9","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1301",3798,"SOTS","Night","Epi",17,9,"9","Euphausia similis",24,2.4,0.014153442,2.7878962,0.1625
"1302",3799,"SOTS","Night","Epi",17,9,"9","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1303",3800,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1304",3801,"SOTS","Night","Epi",17,9,"9","Euphausia similis",16,1.6,0.014153442,2.7878962,0.0525
"1305",3802,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1306",3803,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1307",3804,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1308",3805,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1309",3806,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1310",3807,"SOTS","Night","Epi",17,9,"9","Euphausia similis",22,2.2,0.014153442,2.7878962,0.1275
"1311",3808,"SOTS","Night","Epi",17,9,"9","Euphausia similis",23,2.3,0.014153442,2.7878962,0.1443
"1312",3809,"SOTS","Night","Epi",17,9,"9","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1313",3810,"SOTS","Night","Epi",17,9,"9","Euphausia similis",21,2.1,0.014153442,2.7878962,0.112
"1314",3811,"SOTS","Night","Epi",17,9,"9","Euphausia similis",26,2.6,0.014153442,2.7878962,0.2031
"1315",4536,"SOTS","Night","Meso",18,33,"33","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1316",4537,"SOTS","Night","Meso",18,33,"33","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1317",4538,"SOTS","Night","Meso",18,33,"33","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1318",4539,"SOTS","Night","Meso",18,33,"33","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1319",4540,"SOTS","Night","Meso",18,33,"33","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
"1320",4541,"SOTS","Night","Meso",18,33,"33","Euphausia similis",15,1.5,0.014153442,2.7878962,0.0438
"1321",4542,"SOTS","Night","Meso",18,33,"33","Euphausia similis",18,1.8,0.014153442,2.7878962,0.0729
"1322",4543,"SOTS","Night","Meso",18,33,"33","Euphausia similis",20,2,0.014153442,2.7878962,0.0977
